"","plot","subplot","species","climate","management","size_t0","size_t1","fl_spring_before","fl_spring_after","fl_fall","sl_spring_t0","sl_fall_t0","sl_spring_t1","transition","survival","fl_all","new_individual","year","kicker_col","treatment","spec_treat","ind_t0","flower_pr"
"11141","7_3",1,"Bro_ere","future","grazing",NA,NA,NA,NA,0,2,0,0,3,0,0,0,2020,"7_3_1","future_grazing","Bro_ere_future_grazing",NA,0
"11142","7_3",1,"Bro_ere","future","grazing",40,28,8,NA,0,2,0,2,3,1,0,0,2020,"7_3_1","future_grazing","Bro_ere_future_grazing",1,0
"11143","7_3",1,"Bro_ere","future","grazing",NA,0.25,NA,NA,0,0,0,0,3,0,0,1,2020,"7_3_1","future_grazing","Bro_ere_future_grazing",NA,0
"11144","7_3",1,"Bro_ere","future","grazing",NA,0.25,NA,NA,0,0,0,0,3,0,0,1,2020,"7_3_1","future_grazing","Bro_ere_future_grazing",NA,0
"11166","7_3",2,"Bro_ere","future","grazing",NA,NA,NA,NA,0,0,0,0,3,0,0,0,2020,"7_3_2","future_grazing","Bro_ere_future_grazing",NA,0
"11167","7_3",2,"Bro_ere","future","grazing",NA,NA,NA,NA,0,0,0,0,3,0,0,0,2020,"7_3_2","future_grazing","Bro_ere_future_grazing",NA,0
"11168","7_3",2,"Bro_ere","future","grazing",NA,NA,NA,NA,0,0,0,0,3,0,0,0,2020,"7_3_2","future_grazing","Bro_ere_future_grazing",NA,0
"11169","7_3",2,"Bro_ere","future","grazing",NA,NA,NA,NA,0,0,0,0,3,0,0,0,2020,"7_3_2","future_grazing","Bro_ere_future_grazing",NA,0
"11170","7_3",2,"Bro_ere","future","grazing",196,143,65,2.5,0,6,0,5,3,1,2.5,0,2020,"7_3_2","future_grazing","Bro_ere_future_grazing",1,1
"11171","7_3",2,"Bro_ere","future","grazing",72,80,23,1,0,6,0,5,3,1,1,0,2020,"7_3_2","future_grazing","Bro_ere_future_grazing",1,1
"11172","7_3",2,"Bro_ere","future","grazing",NA,NA,NA,NA,0,6,0,5,3,0,0,0,2020,"7_3_2","future_grazing","Bro_ere_future_grazing",NA,0
"11173","7_3",2,"Bro_ere","future","grazing",1,6,0,NA,0,6,0,5,3,1,0,0,2020,"7_3_2","future_grazing","Bro_ere_future_grazing",1,0
"11174","7_3",2,"Bro_ere","future","grazing",NA,35,NA,NA,0,0,0,0,3,0,0,1,2020,"7_3_2","future_grazing","Bro_ere_future_grazing",NA,0
"11175","7_3",2,"Bro_ere","future","grazing",NA,2,NA,NA,0,0,0,0,3,0,0,1,2020,"7_3_2","future_grazing","Bro_ere_future_grazing",NA,0
"11190","7_3",3,"Bro_ere","future","grazing",NA,NA,NA,NA,0,0,0,0,3,0,0,0,2020,"7_3_3","future_grazing","Bro_ere_future_grazing",NA,0
"11191","7_3",3,"Bro_ere","future","grazing",104,81,17,7,0,1,0,1,3,1,7,0,2020,"7_3_3","future_grazing","Bro_ere_future_grazing",1,1
"11192","7_3",3,"Bro_ere","future","grazing",6,16,2,0.5,0,1,0,1,3,1,0.5,0,2020,"7_3_3","future_grazing","Bro_ere_future_grazing",1,1
"11193","7_3",3,"Bro_ere","future","grazing",54,72,10,1,0,1,0,1,3,1,1,0,2020,"7_3_3","future_grazing","Bro_ere_future_grazing",1,1
"11194","7_3",3,"Bro_ere","future","grazing",56,42,8,1,0,1,0,1,3,1,1,0,2020,"7_3_3","future_grazing","Bro_ere_future_grazing",1,1
"11195","7_3",3,"Bro_ere","future","grazing",20,42,7,1,0,1,0,1,3,1,1,0,2020,"7_3_3","future_grazing","Bro_ere_future_grazing",1,1
"11196","7_3",3,"Bro_ere","future","grazing",12,16,0,NA,0,1,0,1,3,1,0,0,2020,"7_3_3","future_grazing","Bro_ere_future_grazing",1,0
"11197","7_3",3,"Bro_ere","future","grazing",20,25,4,2,0,1,0,1,3,1,2,0,2020,"7_3_3","future_grazing","Bro_ere_future_grazing",1,1
"11198","7_3",3,"Bro_ere","future","grazing",6,NA,0,NA,0,1,0,1,3,0,0,0,2020,"7_3_3","future_grazing","Bro_ere_future_grazing",1,0
"11199","7_3",3,"Bro_ere","future","grazing",1,2,0,NA,0,1,0,1,3,1,0,0,2020,"7_3_3","future_grazing","Bro_ere_future_grazing",1,0
"11200","7_3",3,"Bro_ere","future","grazing",7,4,1,1,0,1,0,1,3,1,1,0,2020,"7_3_3","future_grazing","Bro_ere_future_grazing",1,1
"11201","7_3",3,"Bro_ere","future","grazing",6,6,3,1,0,0,0,1,3,1,1,0,2020,"7_3_3","future_grazing","Bro_ere_future_grazing",1,1
"11214","7_3",4,"Bro_ere","future","grazing",NA,NA,NA,NA,0,0,0,0,3,0,0,0,2020,"7_3_4","future_grazing","Bro_ere_future_grazing",NA,0
"11215","7_3",4,"Bro_ere","future","grazing",NA,NA,NA,NA,0,0,0,0,3,0,0,0,2020,"7_3_4","future_grazing","Bro_ere_future_grazing",NA,0
"11216","7_3",4,"Bro_ere","future","grazing",NA,NA,NA,NA,0,0,0,0,3,0,0,0,2020,"7_3_4","future_grazing","Bro_ere_future_grazing",NA,0
"11217","7_3",4,"Bro_ere","future","grazing",81,96,8,4,0,4,2,6,3,1,4,0,2020,"7_3_4","future_grazing","Bro_ere_future_grazing",1,1
"11218","7_3",4,"Bro_ere","future","grazing",16,9,7,3.1,0,4,0,6,3,1,3.1,0,2020,"7_3_4","future_grazing","Bro_ere_future_grazing",1,1
"11219","7_3",4,"Bro_ere","future","grazing",NA,NA,NA,NA,0,4,0,6,3,0,0,0,2020,"7_3_4","future_grazing","Bro_ere_future_grazing",NA,0
"11220","7_3",4,"Bro_ere","future","grazing",42,42,17,6.5,0,4,0,6,3,1,6.5,0,2020,"7_3_4","future_grazing","Bro_ere_future_grazing",1,1
"11221","7_3",4,"Bro_ere","future","grazing",1,2,0,NA,0,0,0,6,3,1,0,0,2020,"7_3_4","future_grazing","Bro_ere_future_grazing",1,0
"11222","7_3",4,"Bro_ere","future","grazing",NA,4,NA,NA,0,0,0,0,3,0,0,1,2020,"7_3_4","future_grazing","Bro_ere_future_grazing",NA,0
"11223","7_3",4,"Bro_ere","future","grazing",NA,6,NA,NA,0,0,0,0,3,0,0,1,2020,"7_3_4","future_grazing","Bro_ere_future_grazing",NA,0
"11224","7_3",4,"Bro_ere","future","grazing",NA,1,NA,NA,0,0,0,0,3,0,0,1,2020,"7_3_4","future_grazing","Bro_ere_future_grazing",NA,0
"11243","7_3",5,"Bro_ere","future","grazing",1,12,0,NA,0,4,1,0,3,1,0,0,2020,"7_3_5","future_grazing","Bro_ere_future_grazing",1,0
"11244","7_3",5,"Bro_ere","future","grazing",1,8,0,NA,0,4,0,0,3,1,0,0,2020,"7_3_5","future_grazing","Bro_ere_future_grazing",1,0
"11245","7_3",5,"Bro_ere","future","grazing",NA,0.25,NA,NA,0,0,0,0,3,0,0,1,2020,"7_3_5","future_grazing","Bro_ere_future_grazing",NA,0
"11246","7_3",5,"Bro_ere","future","grazing",NA,2,NA,NA,0,0,0,0,3,0,0,1,2020,"7_3_5","future_grazing","Bro_ere_future_grazing",NA,0
"11247","7_3",5,"Bro_ere","future","grazing",NA,2,NA,NA,0,0,0,0,3,0,0,1,2020,"7_3_5","future_grazing","Bro_ere_future_grazing",NA,0
"11262","7_3",6,"Bro_ere","future","grazing",9,20,NA,2.5,0,1,0,6,3,1,2.5,0,2020,"7_3_6","future_grazing","Bro_ere_future_grazing",1,1
"11263","7_3",6,"Bro_ere","future","grazing",6,9,4,2,0,1,0,6,3,1,2,0,2020,"7_3_6","future_grazing","Bro_ere_future_grazing",1,1
"11264","7_3",6,"Bro_ere","future","grazing",20,20,10,4,0,1,0,6,3,1,4,0,2020,"7_3_6","future_grazing","Bro_ere_future_grazing",1,1
"11265","7_3",6,"Bro_ere","future","grazing",12,20,3,NA,0,1,0,6,3,1,0,0,2020,"7_3_6","future_grazing","Bro_ere_future_grazing",1,0
"11266","7_3",6,"Bro_ere","future","grazing",81,132,9,NA,0,1,0,6,3,1,0,0,2020,"7_3_6","future_grazing","Bro_ere_future_grazing",1,0
"11281","7_3",7,"Bro_ere","future","grazing",NA,NA,NA,NA,0,0,0,0,3,0,0,0,2020,"7_3_7","future_grazing","Bro_ere_future_grazing",NA,0
"11282","7_3",7,"Bro_ere","future","grazing",81,90,25,1,0,4,2,2,3,1,1,0,2020,"7_3_7","future_grazing","Bro_ere_future_grazing",1,1
"11283","7_3",7,"Bro_ere","future","grazing",6,42,0,NA,0,4,0,2,3,1,0,0,2020,"7_3_7","future_grazing","Bro_ere_future_grazing",1,0
"11284","7_3",7,"Bro_ere","future","grazing",1,9,1,NA,0,4,0,2,3,1,0,0,2020,"7_3_7","future_grazing","Bro_ere_future_grazing",1,0
"11285","7_3",7,"Bro_ere","future","grazing",NA,5,NA,NA,0,0,0,0,3,0,0,1,2020,"7_3_7","future_grazing","Bro_ere_future_grazing",NA,0
"11286","7_3",7,"Bro_ere","future","grazing",NA,1,NA,NA,0,0,0,0,3,0,0,1,2020,"7_3_7","future_grazing","Bro_ere_future_grazing",NA,0
"11287","7_3",7,"Bro_ere","future","grazing",NA,2,NA,NA,0,0,0,0,3,0,0,1,2020,"7_3_7","future_grazing","Bro_ere_future_grazing",NA,0
"11301","7_3",8,"Bro_ere","future","grazing",NA,NA,NA,NA,0,0,0,0,3,0,0,0,2020,"7_3_8","future_grazing","Bro_ere_future_grazing",NA,0
"11302","7_3",8,"Bro_ere","future","grazing",NA,NA,NA,NA,0,0,0,0,3,0,0,0,2020,"7_3_8","future_grazing","Bro_ere_future_grazing",NA,0
"11303","7_3",8,"Bro_ere","future","grazing",NA,NA,NA,NA,0,0,0,0,3,0,0,0,2020,"7_3_8","future_grazing","Bro_ere_future_grazing",NA,0
"11304","7_3",8,"Bro_ere","future","grazing",NA,NA,NA,NA,0,2,1,6,3,0,0,0,2020,"7_3_8","future_grazing","Bro_ere_future_grazing",NA,0
"11305","7_3",8,"Bro_ere","future","grazing",NA,0.25,NA,NA,0,0,0,6,3,0,0,1,2020,"7_3_8","future_grazing","Bro_ere_future_grazing",NA,0
"11317","8_2",1,"Bro_ere","ambient","grazing",NA,NA,NA,NA,0,0,0,0,3,0,0,0,2020,"8_2_1","ambient_grazing","Bro_ere_ambient_grazing",NA,0
"11318","8_2",1,"Bro_ere","ambient","grazing",99,81,14,6,0,2,1,6,3,1,6,0,2020,"8_2_1","ambient_grazing","Bro_ere_ambient_grazing",1,1
"11319","8_2",1,"Bro_ere","ambient","grazing",36,42,9,7,0,2,0,6,3,1,7,0,2020,"8_2_1","ambient_grazing","Bro_ere_ambient_grazing",1,1
"11320","8_2",1,"Bro_ere","ambient","grazing",NA,NA,NA,NA,0,2,0,6,3,0,0,0,2020,"8_2_1","ambient_grazing","Bro_ere_ambient_grazing",NA,0
"11321","8_2",1,"Bro_ere","ambient","grazing",72,48,3,2,0,2,0,6,3,1,2,0,2020,"8_2_1","ambient_grazing","Bro_ere_ambient_grazing",1,1
"11322","8_2",1,"Bro_ere","ambient","grazing",30,36,5,2,0,2,0,6,3,1,2,0,2020,"8_2_1","ambient_grazing","Bro_ere_ambient_grazing",1,1
"11323","8_2",1,"Bro_ere","ambient","grazing",2,9,2,NA,0,0,0,6,3,1,0,0,2020,"8_2_1","ambient_grazing","Bro_ere_ambient_grazing",1,0
"11339","8_2",2,"Bro_ere","ambient","grazing",42,56,9,1,0,2,2,1,3,1,1,0,2020,"8_2_2","ambient_grazing","Bro_ere_ambient_grazing",1,1
"11340","8_2",2,"Bro_ere","ambient","grazing",35,63,22,10.6,0,2,0,1,3,1,10.6,0,2020,"8_2_2","ambient_grazing","Bro_ere_ambient_grazing",1,1
"11341","8_2",2,"Bro_ere","ambient","grazing",1,1,2,1,0,2,0,1,3,1,1,0,2020,"8_2_2","ambient_grazing","Bro_ere_ambient_grazing",1,1
"11342","8_2",2,"Bro_ere","ambient","grazing",20,42,9,6,0,2,0,1,3,1,6,0,2020,"8_2_2","ambient_grazing","Bro_ere_ambient_grazing",1,1
"11343","8_2",2,"Bro_ere","ambient","grazing",NA,0.25,NA,NA,0,0,0,0,3,0,0,1,2020,"8_2_2","ambient_grazing","Bro_ere_ambient_grazing",NA,0
"11344","8_2",2,"Bro_ere","ambient","grazing",NA,0.25,NA,NA,0,0,0,0,3,0,0,1,2020,"8_2_2","ambient_grazing","Bro_ere_ambient_grazing",NA,0
"11345","8_2",2,"Bro_ere","ambient","grazing",NA,0.5,NA,NA,0,0,0,0,3,0,0,1,2020,"8_2_2","ambient_grazing","Bro_ere_ambient_grazing",NA,0
"11346","8_2",2,"Bro_ere","ambient","grazing",NA,1,NA,NA,0,0,0,0,3,0,0,1,2020,"8_2_2","ambient_grazing","Bro_ere_ambient_grazing",NA,0
"11363","8_2",3,"Bro_ere","ambient","grazing",NA,NA,NA,NA,0,0,0,0,3,0,0,0,2020,"8_2_3","ambient_grazing","Bro_ere_ambient_grazing",NA,0
"11364","8_2",3,"Bro_ere","ambient","grazing",NA,NA,NA,NA,0,0,0,0,3,0,0,0,2020,"8_2_3","ambient_grazing","Bro_ere_ambient_grazing",NA,0
"11365","8_2",3,"Bro_ere","ambient","grazing",49,63,11,NA,0,4,3,3,3,1,0,0,2020,"8_2_3","ambient_grazing","Bro_ere_ambient_grazing",1,0
"11366","8_2",3,"Bro_ere","ambient","grazing",15,30,8,3,0,4,0,3,3,1,3,0,2020,"8_2_3","ambient_grazing","Bro_ere_ambient_grazing",1,1
"11367","8_2",3,"Bro_ere","ambient","grazing",1,2,0,NA,0,4,0,3,3,1,0,0,2020,"8_2_3","ambient_grazing","Bro_ere_ambient_grazing",1,0
"11368","8_2",3,"Bro_ere","ambient","grazing",1,0.5,0,NA,0,4,0,3,3,1,0,0,2020,"8_2_3","ambient_grazing","Bro_ere_ambient_grazing",1,0
"11369","8_2",3,"Bro_ere","ambient","grazing",1,4,0,NA,0,4,0,3,3,1,0,0,2020,"8_2_3","ambient_grazing","Bro_ere_ambient_grazing",1,0
"11370","8_2",3,"Bro_ere","ambient","grazing",0.5,16,0,NA,0,4,0,3,3,1,0,0,2020,"8_2_3","ambient_grazing","Bro_ere_ambient_grazing",1,0
"11371","8_2",3,"Bro_ere","ambient","grazing",NA,1,NA,NA,0,0,0,0,3,0,0,1,2020,"8_2_3","ambient_grazing","Bro_ere_ambient_grazing",NA,0
"11372","8_2",3,"Bro_ere","ambient","grazing",NA,1,NA,NA,0,0,0,0,3,0,0,1,2020,"8_2_3","ambient_grazing","Bro_ere_ambient_grazing",NA,0
"11373","8_2",3,"Bro_ere","ambient","grazing",NA,1,NA,NA,0,0,0,0,3,0,0,1,2020,"8_2_3","ambient_grazing","Bro_ere_ambient_grazing",NA,0
"11374","8_2",3,"Bro_ere","ambient","grazing",NA,1,NA,NA,0,0,0,0,3,0,0,1,2020,"8_2_3","ambient_grazing","Bro_ere_ambient_grazing",NA,0
"11375","8_2",3,"Bro_ere","ambient","grazing",NA,0.25,NA,NA,0,0,0,0,3,0,0,1,2020,"8_2_3","ambient_grazing","Bro_ere_ambient_grazing",NA,0
"11376","8_2",3,"Bro_ere","ambient","grazing",NA,0.25,NA,NA,0,0,0,0,3,0,0,1,2020,"8_2_3","ambient_grazing","Bro_ere_ambient_grazing",NA,0
"11387","8_2",4,"Bro_ere","ambient","grazing",9,9,0,NA,0,2,1,2,3,1,0,0,2020,"8_2_4","ambient_grazing","Bro_ere_ambient_grazing",1,0
"11388","8_2",4,"Bro_ere","ambient","grazing",1,9,0,NA,0,2,0,2,3,1,0,0,2020,"8_2_4","ambient_grazing","Bro_ere_ambient_grazing",1,0
"11389","8_2",4,"Bro_ere","ambient","grazing",9,20,1,1,0,2,0,2,3,1,1,0,2020,"8_2_4","ambient_grazing","Bro_ere_ambient_grazing",1,1
"11390","8_2",4,"Bro_ere","ambient","grazing",0.25,1,0,NA,0,2,0,2,3,1,0,0,2020,"8_2_4","ambient_grazing","Bro_ere_ambient_grazing",1,0
"11391","8_2",4,"Bro_ere","ambient","grazing",NA,1,NA,NA,0,0,0,2,3,0,0,1,2020,"8_2_4","ambient_grazing","Bro_ere_ambient_grazing",NA,0
"11392","8_2",4,"Bro_ere","ambient","grazing",NA,0.25,NA,NA,0,0,0,2,3,0,0,1,2020,"8_2_4","ambient_grazing","Bro_ere_ambient_grazing",NA,0
"11393","8_2",4,"Bro_ere","ambient","grazing",NA,1,NA,NA,0,0,0,2,3,0,0,1,2020,"8_2_4","ambient_grazing","Bro_ere_ambient_grazing",NA,0
"11394","8_2",4,"Bro_ere","ambient","grazing",NA,1,NA,NA,0,0,0,2,3,0,0,1,2020,"8_2_4","ambient_grazing","Bro_ere_ambient_grazing",NA,0
"11395","8_2",4,"Bro_ere","ambient","grazing",NA,1,NA,NA,0,0,0,2,3,0,0,1,2020,"8_2_4","ambient_grazing","Bro_ere_ambient_grazing",NA,0
"11396","8_2",4,"Bro_ere","ambient","grazing",NA,0.25,NA,NA,0,0,0,2,3,0,0,1,2020,"8_2_4","ambient_grazing","Bro_ere_ambient_grazing",NA,0
"11397","8_2",4,"Bro_ere","ambient","grazing",NA,NA,NA,NA,0,0,0,0,3,0,0,0,2020,"8_2_4","ambient_grazing","Bro_ere_ambient_grazing",NA,0
"11406","8_2",5,"Bro_ere","ambient","grazing",42,56,15,3,0,2,0,9,3,1,3,0,2020,"8_2_5","ambient_grazing","Bro_ere_ambient_grazing",1,1
"11407","8_2",5,"Bro_ere","ambient","grazing",42,42,14,4,0,2,0,9,3,1,4,0,2020,"8_2_5","ambient_grazing","Bro_ere_ambient_grazing",1,1
"11408","8_2",5,"Bro_ere","ambient","grazing",4,4,2,NA,0,2,0,9,3,1,0,0,2020,"8_2_5","ambient_grazing","Bro_ere_ambient_grazing",1,0
"11409","8_2",5,"Bro_ere","ambient","grazing",6,9,0,NA,0,2,0,9,3,1,0,0,2020,"8_2_5","ambient_grazing","Bro_ere_ambient_grazing",1,0
"11410","8_2",5,"Bro_ere","ambient","grazing",6,2,4,1,0,2,0,9,3,1,1,0,2020,"8_2_5","ambient_grazing","Bro_ere_ambient_grazing",1,1
"11411","8_2",5,"Bro_ere","ambient","grazing",4,6,3,NA,0,2,0,9,3,1,0,0,2020,"8_2_5","ambient_grazing","Bro_ere_ambient_grazing",1,0
"11412","8_2",5,"Bro_ere","ambient","grazing",2,4,0,NA,0,2,0,9,3,1,0,0,2020,"8_2_5","ambient_grazing","Bro_ere_ambient_grazing",1,0
"11413","8_2",5,"Bro_ere","ambient","grazing",1,1,0,NA,0,2,0,9,3,1,0,0,2020,"8_2_5","ambient_grazing","Bro_ere_ambient_grazing",1,0
"11414","8_2",5,"Bro_ere","ambient","grazing",1,2,0,NA,0,2,0,9,3,1,0,0,2020,"8_2_5","ambient_grazing","Bro_ere_ambient_grazing",1,0
"11415","8_2",5,"Bro_ere","ambient","grazing",1,4,0,NA,0,2,0,9,3,1,0,0,2020,"8_2_5","ambient_grazing","Bro_ere_ambient_grazing",1,0
"11416","8_2",5,"Bro_ere","ambient","grazing",1,4,0,NA,0,2,0,9,3,1,0,0,2020,"8_2_5","ambient_grazing","Bro_ere_ambient_grazing",1,0
"11417","8_2",5,"Bro_ere","ambient","grazing",1,2,0,NA,0,2,0,9,3,1,0,0,2020,"8_2_5","ambient_grazing","Bro_ere_ambient_grazing",1,0
"11418","8_2",5,"Bro_ere","ambient","grazing",40,56,22,NA,0,2,0,9,3,1,0,0,2020,"8_2_5","ambient_grazing","Bro_ere_ambient_grazing",1,0
"11434","8_2",6,"Bro_ere","ambient","grazing",132,120,24,1.5,0,6,0,4,3,1,1.5,0,2020,"8_2_6","ambient_grazing","Bro_ere_ambient_grazing",1,1
"11435","8_2",6,"Bro_ere","ambient","grazing",24,108,14,5.5,0,6,0,4,3,1,5.5,0,2020,"8_2_6","ambient_grazing","Bro_ere_ambient_grazing",1,1
"11436","8_2",6,"Bro_ere","ambient","grazing",16,36,12,5,0,6,0,4,3,1,5,0,2020,"8_2_6","ambient_grazing","Bro_ere_ambient_grazing",1,1
"11437","8_2",6,"Bro_ere","ambient","grazing",12,20,14,1,0,6,0,4,3,1,1,0,2020,"8_2_6","ambient_grazing","Bro_ere_ambient_grazing",1,1
"11438","8_2",6,"Bro_ere","ambient","grazing",12,24,14,4,0,6,0,4,3,1,4,0,2020,"8_2_6","ambient_grazing","Bro_ere_ambient_grazing",1,1
"11439","8_2",6,"Bro_ere","ambient","grazing",NA,1,NA,NA,0,0,0,0,3,0,0,1,2020,"8_2_6","ambient_grazing","Bro_ere_ambient_grazing",NA,0
"11455","8_2",7,"Bro_ere","ambient","grazing",30,30,9,1.1,0,2,0,3,3,1,1.1,0,2020,"8_2_7","ambient_grazing","Bro_ere_ambient_grazing",1,1
"11456","8_2",7,"Bro_ere","ambient","grazing",25,25,6,5,0,2,0,3,3,1,5,0,2020,"8_2_7","ambient_grazing","Bro_ere_ambient_grazing",1,1
"11457","8_2",7,"Bro_ere","ambient","grazing",56,99,13,3,0,2,0,3,3,1,3,0,2020,"8_2_7","ambient_grazing","Bro_ere_ambient_grazing",1,1
"11458","8_2",7,"Bro_ere","ambient","grazing",49,56,10,3,0,2,0,3,3,1,3,0,2020,"8_2_7","ambient_grazing","Bro_ere_ambient_grazing",1,1
"11459","8_2",7,"Bro_ere","ambient","grazing",64,64,18,1,0,2,0,3,3,1,1,0,2020,"8_2_7","ambient_grazing","Bro_ere_ambient_grazing",1,1
"11460","8_2",7,"Bro_ere","ambient","grazing",64,64,27,4,0,2,0,3,3,1,4,0,2020,"8_2_7","ambient_grazing","Bro_ere_ambient_grazing",1,1
"11468","8_2",8,"Bro_ere","ambient","grazing",48,49,13,4,0,3,0,1,3,1,4,0,2020,"8_2_8","ambient_grazing","Bro_ere_ambient_grazing",1,1
"11469","8_2",8,"Bro_ere","ambient","grazing",100,81,23,3,0,3,0,1,3,1,3,0,2020,"8_2_8","ambient_grazing","Bro_ere_ambient_grazing",1,1
"11470","8_2",8,"Bro_ere","ambient","grazing",16,24,3,1,0,3,0,1,3,1,1,0,2020,"8_2_8","ambient_grazing","Bro_ere_ambient_grazing",1,1
"11471","8_2",8,"Bro_ere","ambient","grazing",9,30,3,1,0,3,0,1,3,1,1,0,2020,"8_2_8","ambient_grazing","Bro_ere_ambient_grazing",1,1
"11472","8_2",8,"Bro_ere","ambient","grazing",80,90,14,4,0,3,0,1,3,1,4,0,2020,"8_2_8","ambient_grazing","Bro_ere_ambient_grazing",1,1
"11473","8_2",8,"Bro_ere","ambient","grazing",1,2,0,NA,0,3,0,1,3,1,0,0,2020,"8_2_8","ambient_grazing","Bro_ere_ambient_grazing",1,0
"11474","8_2",8,"Bro_ere","ambient","grazing",6,12,3,NA,0,3,0,1,3,1,0,0,2020,"8_2_8","ambient_grazing","Bro_ere_ambient_grazing",1,0
"11475","8_2",8,"Bro_ere","ambient","grazing",1,2,0,NA,0,3,0,1,3,1,0,0,2020,"8_2_8","ambient_grazing","Bro_ere_ambient_grazing",1,0
"11476","8_2",8,"Bro_ere","ambient","grazing",1,NA,0,NA,0,3,0,1,3,0,0,0,2020,"8_2_8","ambient_grazing","Bro_ere_ambient_grazing",1,0
"11477","8_2",8,"Bro_ere","ambient","grazing",1,4,0,NA,0,3,0,1,3,1,0,0,2020,"8_2_8","ambient_grazing","Bro_ere_ambient_grazing",1,0
"11478","8_2",8,"Bro_ere","ambient","grazing",1,2,0,NA,0,3,0,1,3,1,0,0,2020,"8_2_8","ambient_grazing","Bro_ere_ambient_grazing",1,0
"11479","8_2",8,"Bro_ere","ambient","grazing",NA,1,NA,NA,0,0,0,0,3,0,0,1,2020,"8_2_8","ambient_grazing","Bro_ere_ambient_grazing",NA,0
"11482","8_3",1,"Bro_ere","ambient","mowing",132,132,NA,23,0,8,1,1,3,1,23,0,2020,"8_3_1","ambient_mowing","Bro_ere_ambient_mowing",1,1
"11483","8_3",1,"Bro_ere","ambient","mowing",NA,NA,NA,NA,0,0,0,0,3,0,0,0,2020,"8_3_1","ambient_mowing","Bro_ere_ambient_mowing",NA,0
"11484","8_3",1,"Bro_ere","ambient","mowing",36,35,NA,6,0,8,0,1,3,1,6,0,2020,"8_3_1","ambient_mowing","Bro_ere_ambient_mowing",1,1
"11485","8_3",1,"Bro_ere","ambient","mowing",4,9,NA,NA,0,8,0,1,3,1,0,0,2020,"8_3_1","ambient_mowing","Bro_ere_ambient_mowing",1,0
"11486","8_3",1,"Bro_ere","ambient","mowing",4,16,NA,3,0,8,0,1,3,1,3,0,2020,"8_3_1","ambient_mowing","Bro_ere_ambient_mowing",1,1
"11487","8_3",1,"Bro_ere","ambient","mowing",2,6,NA,1,0,8,0,1,3,1,1,0,2020,"8_3_1","ambient_mowing","Bro_ere_ambient_mowing",1,1
"11488","8_3",1,"Bro_ere","ambient","mowing",3,9,NA,1,0,8,0,1,3,1,1,0,2020,"8_3_1","ambient_mowing","Bro_ere_ambient_mowing",1,1
"11489","8_3",1,"Bro_ere","ambient","mowing",2.25,4,NA,1,0,8,0,1,3,1,1,0,2020,"8_3_1","ambient_mowing","Bro_ere_ambient_mowing",1,1
"11490","8_3",1,"Bro_ere","ambient","mowing",1,6,NA,NA,0,8,0,1,3,1,0,0,2020,"8_3_1","ambient_mowing","Bro_ere_ambient_mowing",1,0
"11491","8_3",1,"Bro_ere","ambient","mowing",NA,1,NA,NA,0,0,0,1,3,0,0,1,2020,"8_3_1","ambient_mowing","Bro_ere_ambient_mowing",NA,0
"11492","8_3",1,"Bro_ere","ambient","mowing",NA,1,NA,NA,0,0,0,1,3,0,0,1,2020,"8_3_1","ambient_mowing","Bro_ere_ambient_mowing",NA,0
"11493","8_3",1,"Bro_ere","ambient","mowing",NA,4,NA,NA,0,0,0,1,3,0,0,1,2020,"8_3_1","ambient_mowing","Bro_ere_ambient_mowing",NA,0
"11494","8_3",1,"Bro_ere","ambient","mowing",NA,0.25,NA,NA,0,0,0,1,3,0,0,1,2020,"8_3_1","ambient_mowing","Bro_ere_ambient_mowing",NA,0
"11516","8_3",2,"Bro_ere","ambient","mowing",NA,NA,NA,NA,0,0,0,0,3,0,0,0,2020,"8_3_2","ambient_mowing","Bro_ere_ambient_mowing",NA,0
"11517","8_3",2,"Bro_ere","ambient","mowing",72,81,NA,18,0,3,0,2,3,1,18,0,2020,"8_3_2","ambient_mowing","Bro_ere_ambient_mowing",1,1
"11518","8_3",2,"Bro_ere","ambient","mowing",49,42,NA,15,0,3,0,2,3,1,15,0,2020,"8_3_2","ambient_mowing","Bro_ere_ambient_mowing",1,1
"11519","8_3",2,"Bro_ere","ambient","mowing",NA,4,NA,NA,0,0,0,0,3,0,0,1,2020,"8_3_2","ambient_mowing","Bro_ere_ambient_mowing",NA,0
"11520","8_3",2,"Bro_ere","ambient","mowing",NA,9,NA,NA,0,0,0,0,3,0,0,1,2020,"8_3_2","ambient_mowing","Bro_ere_ambient_mowing",NA,0
"11521","8_3",2,"Bro_ere","ambient","mowing",NA,1,NA,NA,0,0,0,0,3,0,0,1,2020,"8_3_2","ambient_mowing","Bro_ere_ambient_mowing",NA,0
"11544","8_3",3,"Bro_ere","ambient","mowing",30,42,NA,NA,0,5,1,0,3,1,0,0,2020,"8_3_3","ambient_mowing","Bro_ere_ambient_mowing",1,0
"11545","8_3",3,"Bro_ere","ambient","mowing",NA,20,NA,NA,0,0,0,0,3,0,0,1,2020,"8_3_3","ambient_mowing","Bro_ere_ambient_mowing",NA,0
"11546","8_3",3,"Bro_ere","ambient","mowing",NA,1,NA,NA,0,0,0,0,3,0,0,1,2020,"8_3_3","ambient_mowing","Bro_ere_ambient_mowing",NA,0
